iter	Passed	Remaining
474	701	775
475	703	773
476	704	772
477	705	770
478	707	769
479	708	767
480	709	765
481	710	764
482	712	762
483	713	760
484	714	759
485	716	757
486	717	756
487	719	754
488	720	752
489	721	750
490	722	749
491	724	747
492	725	746
493	727	745
494	728	743
495	730	741
496	731	740
497	733	738
498	734	737
499	735	735
500	737	734
501	739	733
502	740	731
503	741	730
504	743	728
505	744	726
506	745	725
507	747	723
508	748	722
509	749	720
510	751	718
511	752	717
512	753	715
513	755	714
514	756	712
515	758	711
516	759	709
517	761	708
518	762	706
519	763	705
520	765	703
521	767	702
522	768	700
523	769	699
524	771	697
525	772	696
526	773	694
527	775	693
528	776	691
529	777	689
530	779	688
531	781	687
532	782	685
533	783	683
534	785	682
535	786	680
536	788	679
537	789	677
538	790	676
539	791	674
540	793	673
541	794	671
542	796	670
543	797	668
544	798	666
545	800	665
546	801	663
547	802	662
548	804	660
549	805	659
550	806	657
551	808	655
552	809	654
553	811	652
554	812	651
555	813	649
556	814	648
557	816	646
558	817	645
559	818	643
560	820	641
561	821	640
562	822	638
563	824	637
564	825	635
565	826	634
566	828	632
567	829	630
568	830	629
569	832	627
570	833	626
571	834	624
572	835	622
573	837	621
574	838	619
575	840	618
576	841	616
577	842	615
578	844	613
579	845	612
580	846	610
581	847	609
582	849	607
583	850	605
584	851	604
585	853	602
586	854	601
587	855	599
588	857	598
589	858	596
590	859	595
591	861	593
592	862	592
593	863	590
594	865	588
595	866	587
596	867	585
597	869	584
598	870	582
599	871	581
600	873	579
601	874	578
602	875	576
603	877	575
604	878	573
605	879	571
606	880	570
607	882	568
608	883	567
609	885	565
610	886	564
611	888	563
612	889	561
613	891	560
614	892	558
615	893	557
616	895	555
617	896	554
618	897	552
619	899	551
620	900	549
621	902	548
622	903	546
623	905	545
624	906	543
625	907	542
626	908	540
627	910	539
628	911	537
629	912	536
630	914	534
631	915	533
632	916	531
633	918	529
634	919	528
635	920	526
636	922	525
637	923	523
638	924	522
639	926	520
640	927	519
641	928	517
642	930	516
643	931	514
644	932	513
645	933	511
646	935	510
647	936	508
648	937	507
649	939	505
650	940	504
651	941	502
652	943	501
653	944	499
654	946	498
655	947	496
656	949	495
657	950	494
658	952	492
659	953	491
660	955	490
661	957	488
662	958	487
663	960	485
664	961	484
665	963	483
666	964	481
667	966	480
668	968	479
669	969	477
670	970	476
671	972	474
672	973	473
673	974	471
674	976	469
675	977	468
676	978	466
677	980	465
678	981	464
679	983	462
680	984	461
681	986	459
682	987	458
683	988	456
684	990	455
685	991	453
686	992	452
687	994	450
688	995	449
689	997	448
690	998	446
691	999	445
692	1001	443
693	1002	441
694	1003	440
695	1005	438
696	1006	437
697	1008	436
698	1009	434
699	1011	433
700	1012	432
701	1014	430
702	1015	429
703	1017	427
704	1018	426
705	1019	424
706	1021	423
707	1022	421
708	1024	420
709	1025	418
710	1026	417
711	1028	415
712	1029	414
713	1031	413
714	1032	411
715	1034	410
716	1035	408
717	1036	407
718	1038	405
719	1039	404
720	1040	402
721	1042	401
722	1043	399
723	1045	398
724	1046	396
725	1047	395
726	1049	394
727	1050	392
728	1052	391
729	1053	389
730	1054	388
731	1056	386
732	1057	385
733	1059	383
734	1060	382
735	1061	380
736	1063	379
737	1064	377
738	1065	376
739	1067	374
740	1068	373
741	1069	371
742	1071	370
743	1072	369
744	1073	367
745	1075	366
746	1076	364
747	1078	363
748	1079	361
749	1080	360
750	1082	358
751	1083	357
752	1084	355
753	1086	354
754	1087	352
755	1089	351
756	1090	350
757	1091	348
758	1093	347
759	1094	345
760	1095	344
761	1097	342
762	1098	341
763	1099	339
764	1101	338
765	1102	336
766	1103	335
767	1105	333
768	1106	332
769	1107	330
770	1109	329
771	1110	327
772	1111	326
773	1113	325
774	1114	323
775	1115	322
776	1117	320
777	1118	319
778	1119	317
779	1120	316
780	1122	314
781	1123	313
782	1125	311
783	1126	310
784	1127	308
785	1128	307
786	1130	305
787	1131	304
788	1132	302
789	1134	301
790	1135	300
791	1136	298
792	1138	297
793	1139	295
794	1140	294
795	1142	292
796	1143	291
797	1144	289
798	1146	288
799	1147	286
800	1148	285
801	1149	283
802	1151	282
803	1152	280
804	1153	279
805	1155	278
806	1156	276
807	1157	275
808	1159	273
809	1160	272
810	1161	270
811	1162	269
812	1164	267
813	1165	266
814	1167	264
815	1168	263
816	1169	262
817	1170	260
818	1172	259
819	1173	257
820	1174	256
821	1176	254
822	1177	253
823	1178	251
824	1180	250
825	1181	248
826	1182	247
827	1184	246
828	1185	244
829	1186	243
830	1188	241
831	1189	240
832	1190	238
833	1192	237
834	1193	235
835	1194	234
836	1195	232
837	1197	231
838	1198	229
839	1199	228
840	1201	227
841	1202	225
842	1203	224
843	1205	222
844	1207	221
845	1208	220
846	1210	218
847	1211	217
848	1212	215
849	1214	214
850	1215	212
851	1216	211
852	1218	209
853	1219	208
854	1221	207
855	1223	205
856	1224	204
857	1226	202
858	1228	201
859	1229	200
860	1231	198
861	1232	197
862	1233	195
863	1235	194
864	1237	193
865	1238	191
866	1240	190
867	1241	188
868	1242	187
869	1244	185
870	1245	184
871	1246	183
872	1248	181
873	1249	180
874	1250	178
875	1252	177
876	1253	175
877	1254	174
878	1256	172
879	1257	171
880	1258	170
881	1259	168
882	1261	167
883	1262	165
884	1263	164
885	1265	162
886	1266	161
887	1267	159
888	1269	158
889	1270	157
890	1271	155
891	1273	154
892	1274	152
893	1275	151
894	1277	149
895	1279	148
896	1281	147
897	1282	145
898	1284	144
899	1285	142
900	1287	141
901	1288	139
902	1289	138
903	1291	137
904	1293	135
905	1294	134
906	1297	132
907	1299	131
908	1300	130
909	1301	128
910	1303	127
911	1304	125
912	1306	124
913	1307	123
914	1309	121
915	1310	120
916	1312	118
917	1313	117
918	1315	115
919	1316	114
920	1318	113
921	1320	111
922	1321	110
923	1323	108
924	1325	107
925	1326	106
926	1328	104
927	1329	103
928	1331	101
929	1332	100
930	1334	98
931	1335	97
932	1336	96
933	1338	94
934	1339	93
935	1340	91
936	1342	90
937	1343	88
938	1344	87
939	1346	85
940	1347	84
941	1348	83
942	1350	81
943	1351	80
944	1352	78
945	1354	77
946	1355	75
947	1356	74
948	1358	72
949	1359	71
950	1360	70
951	1361	68
952	1363	67
953	1364	65
954	1366	64
955	1367	62
956	1368	61
957	1369	60
958	1371	58
959	1372	57
960	1373	55
961	1375	54
962	1376	52
963	1377	51
964	1379	50
965	1380	48
966	1381	47
967	1383	45
968	1384	44
969	1385	42
970	1386	41
971	1388	39
972	1389	38
973	1391	37
974	1392	35
975	1393	34
976	1394	32
977	1396	31
978	1397	29
979	1398	28
980	1400	27
981	1401	25
982	1402	24
983	1404	22
984	1405	21
985	1406	19
986	1408	18
987	1409	17
988	1410	15
989	1412	14
990	1413	12
991	1414	11
992	1416	9
993	1417	8
994	1418	7
995	1419	5
996	1421	4
997	1422	2
998	1423	1
999	1425	0
